contingency_index,W_k,Pg_0,Pg_1,Pg_2,u_j_0,u_j_1,u_j_2,Z_k_0,Z_k_1,Z_k_2,R_0,R_1,R_2,R_3,R_4,R_5,R_6,X_0,X_1,X_2,X_3,X_4,X_5,X_6,B_0,B_1,B_2,B_3,B_4,B_5,B_6,active_0,active_1,active_2,active_3,active_4,active_5,active_6
5,0.0,0.026217255613382028,0.10000009254667264,0.09999961950957631,0.027208846408240017,0.10000008840380606,0.09999964865444597,1.1940275377340022e-07,0.03999811094366033,2.0371605867108747e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,8.790078766579632e-10,0.026217255613382028,0.10000009254667264,0.09999961950957631,0.0272040599405158,0.10000009312241968,0.09999961949803739,4.120854690649966e-09,7.031372599661434e-09,0.0007672920649670578,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.0033330307819152438,0.11212282067535762,0.11313396069063407,0.0033657422574546814,0.11212269071053133,0.11313387487455848,5.7012692114865105e-06,6.33424510884658e-06,6.3448032030730825e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.0033330307819152438,0.11212282067535762,0.11313396069063407,0.0033724733630725538,0.11212270919532846,0.11313388848622899,4.386714446369876e-06,4.836712182841076e-06,4.845070433609254e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.0033330307819152438,0.11212282067535762,0.11313396069063407,0.003388546153519944,0.11212269136622456,0.11313387575605707,5.683353971704099e-06,6.211914580986815e-06,6.223110754470804e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.0048252348701851135,0.0033330307819152438,0.11212282067535762,0.11313396069063407,0.004638775540530351,0.11212282067535606,0.11313396058147564,1.3774034412089282e-08,0.44051348247522376,1.5979580417708332e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.005272629211451579,0.0033330307819152438,0.11212282067535762,0.11313396069063407,0.004653862785809174,0.11212282055793939,0.11313396069063027,1.4890369111048967e-08,1.7241291446877965e-08,0.44441712339910233,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.004829081284014119,0.0033330307819152438,0.11212282067535762,0.11313396069063407,0.004842553142426831,0.1121228206754041,0.11313396085082333,1.4914118445302874e-08,0.4406256222123038,1.7982913172353363e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.005276590327149165,0.0033330307819152438,0.11212282067535762,0.11313396069063407,0.0048584560093887655,0.11212282083917835,0.11313396069067579,1.5207418063186318e-08,1.8286803579526847e-08,0.44453155037105924,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,4.0114223490996187e-08,0.025719546635313187,0.10116319016470575,0.10126393049708132,0.025999772281351387,0.10116324411608668,0.1012639782493883,4.2489237036574444e-07,6.138202362262107e-07,6.143223395432064e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.025719546635313187,0.10116319016470575,0.10126393049708132,0.02597222735630225,0.10116326401941582,0.10126400391238637,4.6341154008329565e-07,7.386206328401611e-07,7.391934638610273e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,1.826092524379474e-08,0.025719546635313187,0.10116319016470575,0.10126393049708132,0.02606042027525876,0.10116324525290184,0.10126398050966329,4.190430165755413e-07,5.599836204040582e-07,5.605361540348433e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.0002345206251544177,0.025719546635313187,0.10116319016470575,0.10126393049708132,0.027049038928419186,0.10116319005073543,0.1012639304959089,6.054642168195473e-10,0.23130531248973948,1.0039616899020587e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.00026962442216026995,0.025719546635313187,0.10116319016470575,0.10126393049708132,0.02703461027016812,0.1011631903284575,0.10126393048325907,1.2142830775887598e-09,2.0084761290497316e-09,0.3985203374394212,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.00023505045759160436,0.025719546635313187,0.10116319016470575,0.10126393049708132,0.027221215225473407,0.10116319016435979,0.10126393048123072,3.207693852210772e-10,0.25698305173766006,5.601405921007896e-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.0002723796169488563,0.025719546635313187,0.10116319016470575,0.10126393049708132,0.02721402619132571,0.10116319040344836,0.10126393047726621,1.7459927175524909e-09,3.0855024329891805e-09,0.3986092830216827,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,5.072027752351268e-08,0.02740607313565036,0.10014885850506612,0.10058045656445343,0.027688897099845636,0.10014891343323973,0.10058048569551521,4.1023760077989185e-07,5.875493462145841e-07,5.897791453065589e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.02740607313565036,0.10014885850506612,0.10058045656445343,0.02765617792803973,0.10014893031544296,0.10058052538504333,4.218973133830937e-07,6.790106248753125e-07,6.813519112073272e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,2.6245187474929327e-08,0.02740607313565036,0.10014885850506612,0.10058045656445343,0.027752330118132603,0.10014891250367505,0.1005804894190014,3.892475882908726e-07,5.134488237821156e-07,5.15765665569762e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,2.9824911947305507e-05,0.02740607313565036,0.10014885850506612,0.10058045656445343,0.028320622598384984,0.10014885850504751,0.10058045729546493,5.0865048190072825e-09,0.20049722861627134,8.514897896305571e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.0001165481954806473,0.02740607313565036,0.10014885850506612,0.10058045656445343,0.028342420817918906,0.10014885831715702,0.10058045656372423,2.8113033743758143e-09,4.688902571052341e-09,0.20136214540702668,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,2.970616482204224e-05,0.02740607313565036,0.10014885850506612,0.10058045656445343,0.028474062507893427,0.10014885598392448,0.10058043567047363,7.898616229447778e-08,0.20048586453240713,1.4134961626608229e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.00011657150871770761,0.02740607313565036,0.10014885850506612,0.10058045656445343,0.028495496116313485,0.10014885896789393,0.10058045648096471,1.1109868529975602e-08,1.9808422706194268e-08,0.2013623797237639,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,1.781918851984533e-07,0.028131363157252943,0.09999911039266442,0.10000056897302319,0.028415069373834943,0.09999916466085215,0.10000062292860461,4.5197149755798033e-07,6.458143224318133e-07,6.458282814370008e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.028131363157252943,0.09999911039266442,0.10000056897302319,0.028380023708636633,0.09999917985553942,0.1000006384227974,4.0490072275579416e-07,6.555388803732411e-07,6.555459873212866e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,1.068427171538217e-07,0.028131363157252943,0.09999911039266442,0.10000056897302319,0.028479675465621853,0.09999916398049301,0.10000062243536914,4.1415002064464126e-07,5.442251249457134e-07,5.442337602883719e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,1.1658414493372176e-09,0.028131363157252943,0.09999911039266442,0.10000056897302319,0.02904141161247873,0.09999911038277817,0.1000005694377334,3.35028366752014e-09,0.00019395478537470535,5.618859899248435e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,1.146282293381543e-07,0.028131363157252943,0.09999911039266442,0.10000056897302319,0.029039402533547875,0.09999910998886098,0.10000056896041362,2.870109131647882e-09,4.8182747366683876e-09,0.20010248616448606,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,8.735131277791107e-10,0.028131363157252943,0.09999911039266442,0.10000056897302319,0.029193177167947282,0.09999911037194076,0.10000056956998032,3.9545858109243e-09,0.00021826914390945919,7.089190515243378e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,1.0823294270073985e-07,0.028131363157252943,0.09999911039266442,0.10000056897302319,0.029192892852534548,0.09999911316762702,0.10000056885173744,2.402977735691902e-08,4.3073495229082e-08,0.1975582164815329,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.0044429623952705844,0.11677595504182721,0.11801148863275582,0.004451244991277782,0.116775827590373,0.11801141448839512,4.116105510464135e-06,4.748662104649814e-06,4.762560341140952e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.0044429623952705844,0.11677595504182721,0.11801148863275582,0.004462320689666561,0.116775819555753,0.11801139388502811,3.803959542976374e-06,4.367117639582606e-06,4.3804810962288444e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.0044429623952705844,0.11677595504182721,0.11801148863275582,0.004474625013429192,0.11677582866766069,0.11801141483710843,4.0581106853738006e-06,4.6201060357454415e-06,4.634298612992008e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.00691705581248457,0.0044429623952705844,0.11677595504182721,0.11801148863275582,0.005854259045637485,0.11677595504138834,0.1180114885194476,7.103756139098679e-09,0.45849150551969864,8.759661356241851e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.007486481089093695,0.0044429623952705844,0.11677595504182721,0.11801148863275582,0.005873869637602455,0.11677595492553945,0.11801148863243092,7.52078521602937e-09,9.238860906455678e-09,0.46325619323983175,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.006920949395416365,0.0044429623952705844,0.11677595504182721,0.11801148863275582,0.005973727053614492,0.11677595509970608,0.11801148904574701,4.625006239708515e-08,0.4585854728971851,5.8974231078653613e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.007490517138792909,0.0044429623952705844,0.11677595504182721,0.11801148863275582,0.005994888613022233,0.11677595603610723,0.11801148942231925,3.6995203320650226e-07,4.692986596557035e-07,0.4633520574734106,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,3.005655003093919e-07,0.035815508355525646,0.10143168308701175,0.1015973701441359,0.035979810404471554,0.10143165406050271,0.10159731801722689,3.874642255604117e-07,5.231393377692699e-07,5.242171327345764e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.035815508355525646,0.10143168308701175,0.1015973701441359,0.03591059509094157,0.1014317536784969,0.10159743914155335,3.1657825508816455e-07,5.496116325314388e-07,5.504604048730893e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,4.7032738494181915e-07,0.035815508355525646,0.10143168308701175,0.1015973701441359,0.036033956357332086,0.1014316680381666,0.101597318499493,4.3536194641114447e-07,5.542919686141434e-07,5.555856401433723e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.00033654070818034734,0.035815508355525646,0.10143168308701175,0.1015973701441359,0.037012194394436856,0.10143168315130176,0.10159737023116842,2.2420316091669765e-09,0.39918181576743306,4.1026550584833e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.00040273218781603155,0.035815508355525646,0.10143168308701175,0.1015973701441359,0.03701439835753709,0.10143168303653909,0.10159737014288855,2.854772953135091e-10,5.233722248628446e-10,0.39982417308056484,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.00033911858376140224,0.035815508355525646,0.10143168308701175,0.1015973701441359,0.037110624419172136,0.10143168203235908,0.1015973670443396,9.907897130726145e-09,0.3992537058663496,1.9024148169426835e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.0004052987214898516,0.035815508355525646,0.10143168308701175,0.1015973701441359,0.03711248002083254,0.10143168978562785,0.10159736702209111,1.715776931630958e-08,3.288715779436569e-08,0.3998955454989134,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,2.858444221025735e-07,0.037515772479834536,0.1005822278933574,0.10058381738699022,0.03783787084132732,0.10058217614493528,0.1005837654436618,3.6227329352599614e-07,4.724174956367036e-07,4.724275129068707e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.037515772479834536,0.1005822278933574,0.10058381738699022,0.03776042667620505,0.10058229665235847,0.10058388611102341,3.000206717290873e-07,5.230558048946546e-07,5.230648468159929e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,3.1591928124725556e-07,0.037515772479834536,0.1005822278933574,0.10058381738699022,0.03789378565081327,0.10058217594583706,0.10058376522629947,3.709101592659479e-07,4.544680371242402e-07,4.544790567640418e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.00011690737340899148,0.037515772479834536,0.1005822278933574,0.10058381738699022,0.03846903032805691,0.10058222783014524,0.10058381764516486,3.264826913901912e-09,0.201365736037543,5.989954827073848e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.00011722745628792908,0.037515772479834536,0.1005822278933574,0.10058381738699022,0.03846916306495348,0.10058222815363789,0.10058381732315556,3.281443947750279e-09,6.019303030658624e-09,0.2013689207123312,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.00011690830811421047,0.037515772479834536,0.1005822278933574,0.10058381738699022,0.03855872055186766,0.10058222789552548,0.1005838175530919,2.905805913287966e-09,0.20136572714729042,5.59118111436269e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.00011722830152062365,0.037515772479834536,0.1005822278933574,0.10058381738699022,0.03855884807757915,0.10058222806196539,0.10058381738857604,2.897918290249471e-09,5.5776633429270795e-09,0.20136891084283906,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,2.7560090293950607e-07,0.038672735028529616,0.10000150476662811,0.10000151570243022,0.03899827863555265,0.10000145329240827,0.10000146422853101,3.455714991486218e-07,4.389774953896005e-07,4.389775570749367e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.038672735028529616,0.10000150476662811,0.10000151570243022,0.03891550197594952,0.10000157247437699,0.10000158340313609,2.902391981263167e-07,5.06633278322087e-07,5.06633846173653e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,3.0411150815551944e-07,0.038672735028529616,0.10000150476662811,0.10000151570243022,0.03905526373827487,0.1000014530333505,0.10000146396845203,3.5373982308754957e-07,4.211102048990689e-07,4.2111027917259953e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,3.017748663530629e-07,0.038672735028529616,0.10000150476662811,0.10000151570243022,0.039601579749263094,0.10000150476755941,0.10000151597362637,1.466912218348591e-09,0.2001644057839239,2.693296770660081e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,3.039677910653162e-07,0.038672735028529616,0.10000150476662811,0.10000151570243022,0.039601601763026545,0.10000150503750999,0.10000151570345851,1.4683534256634233e-09,2.693018454763793e-09,0.20016476218068124,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,3.017172917961073e-07,0.038672735028529616,0.10000150476662811,0.10000151570243022,0.03969065645891873,0.10000150476623526,0.10000151600448594,1.5619210672089317e-09,0.200161922010338,3.0070445493215913e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,3.039114335245503e-07,0.038672735028529616,0.10000150476662811,0.10000151570243022,0.03969065907495753,0.10000150506900807,0.10000151570192442,1.563976324616881e-09,3.0118562622193672e-09,0.200162203579937,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.0037790470018516835,0.11406649581902539,0.1151473471969927,0.003800833418391085,0.11406636708519707,0.11514726589318584,4.961023131562943e-06,5.5666233264144815e-06,5.5782698768143485e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.0037790470018516835,0.11406649581902539,0.1151473471969927,0.003804627096333552,0.11406636640031362,0.11514725692381308,4.385700552323561e-06,4.9045098304009105e-06,4.914661361195318e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.0037790470018516835,0.11406649581902539,0.1151473471969927,0.003818479656459651,0.11406636787822132,0.11514726608616699,4.903809165979966e-06,5.459838225784592e-06,5.471656043355183e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.005689401646703717,0.0037790470018516835,0.11406649581902539,0.1151473471969927,0.005159675626342949,0.11406649562369989,0.11514734709481739,6.458858059590473e-08,0.4480480982474031,7.713686357283284e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.006175921347169173,0.0037790470018516835,0.11406649581902539,0.1151473471969927,0.005175253323696238,0.11406649569561475,0.11514734719699073,1.2157802363220108e-08,1.4479873329403596e-08,0.45221962704920265,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.0056921446899328276,0.0037790470018516835,0.11406649581902539,0.1151473471969927,0.005239364156678691,0.11406649581903994,0.11514734735478199,1.4470784801641075e-08,0.448116393702817,1.7611613167399738e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.006178747391842324,0.0037790470018516835,0.11406649581902539,0.1151473471969927,0.005254911662970968,0.1140664959585719,0.11514734719648498,1.919323139878884e-08,2.3289336023092023e-08,0.4522890817456791,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,2.6992443067156854e-07,0.030645060820568105,0.10094407979739993,0.10107364952070519,0.03079115532341498,0.10094413348638068,0.10107368350769298,4.469946356598956e-07,6.197754588494516e-07,6.205994484212571e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.030645060820568105,0.10094407979739993,0.10107364952070519,0.030733037676123027,0.10094415201458566,0.10107372105230464,3.7487332059463803e-07,6.202076667682395e-07,6.209017965495443e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,1.7635681607338465e-07,0.030645060820568105,0.10094407979739993,0.10107364952070519,0.030827514155761824,0.10094413359621995,0.10107368964580947,4.1080856513311726e-07,5.494110230221697e-07,5.502037834920697e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
